Caller Type,Caller Type Words,Caller Tag,Caller Tag Words,Caller Method,Caller Method Words,Caller Super Types,Calling Super Types Words,Called  Type,Called Type Words,Called  Tagged Type,Called Tagged Type Words,Called Method,Called Method Words
tasks.CondEvaluator,none,@CondEvaluator,none,eval,none,Evaluator:Evaluator:OperationRegisterer:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator,operation:basic:expression:abstract:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
tasks.CondEvaluator,none,@CondEvaluator,none,eval,none,Evaluator:Evaluator:OperationRegisterer:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator,operation:basic:expression:abstract:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,eval,none
tasks.CondEvaluator,none,@CondEvaluator,none,eval,none,Evaluator:Evaluator:OperationRegisterer:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator,operation:basic:expression:abstract:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
tasks.CondEvaluator,none,@CondEvaluator,none,eval,none,Evaluator:Evaluator:OperationRegisterer:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator,operation:basic:expression:abstract:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
tasks.CondEvaluator,none,@CondEvaluator,none,eval,none,Evaluator:Evaluator:OperationRegisterer:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator,operation:basic:expression:abstract:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
tasks.CondEvaluator,none,@CondEvaluator,none,eval,none,Evaluator:Evaluator:OperationRegisterer:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator,operation:basic:expression:abstract:expression,main.lisp.parser.terms.NilAtomicExpressionFactory,nil:atomic:expression:factory,main.lisp.parser.terms.NilAtomicExpressionFactory,nil:atomic:expression:factory,newInstance,new:instance
tasks.OrEvaluator,or,@OrEvaluator,or,eval,none,Evaluator:Evaluator:OperationRegisterer:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator,operation:basic:expression:abstract:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
tasks.OrEvaluator,or,@OrEvaluator,or,eval,none,Evaluator:Evaluator:OperationRegisterer:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator,operation:basic:expression:abstract:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
tasks.OrEvaluator,or,@OrEvaluator,or,eval,none,Evaluator:Evaluator:OperationRegisterer:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator,operation:basic:expression:abstract:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,eval,none
tasks.OrEvaluator,or,@OrEvaluator,or,eval,none,Evaluator:Evaluator:OperationRegisterer:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator,operation:basic:expression:abstract:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
tasks.OrEvaluator,or,@OrEvaluator,or,eval,none,Evaluator:Evaluator:OperationRegisterer:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator,operation:basic:expression:abstract:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,eval,none
tasks.OrEvaluator,or,@OrEvaluator,or,eval,none,Evaluator:Evaluator:OperationRegisterer:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator,operation:basic:expression:abstract:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
tasks.OrEvaluator,or,@OrEvaluator,or,eval,none,Evaluator:Evaluator:OperationRegisterer:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator,operation:basic:expression:abstract:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getTail,get:tail
tasks.OrEvaluator,or,@OrEvaluator,or,eval,none,Evaluator:Evaluator:OperationRegisterer:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator,operation:basic:expression:abstract:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,eval,none
tasks.OrEvaluator,or,@OrEvaluator,or,eval,none,Evaluator:Evaluator:OperationRegisterer:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator,operation:basic:expression:abstract:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
tasks.OrEvaluator,or,@OrEvaluator,or,eval,none,Evaluator:Evaluator:OperationRegisterer:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator,operation:basic:expression:abstract:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,eval,none
tasks.OrEvaluator,or,@OrEvaluator,or,eval,none,Evaluator:Evaluator:OperationRegisterer:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator,operation:basic:expression:abstract:expression,main.lisp.parser.terms.SExpression,expression,main.lisp.parser.terms.SExpression,expression,getHead,get:head
tasks.OrEvaluator,or,@OrEvaluator,or,eval,none,Evaluator:Evaluator:OperationRegisterer:Evaluator:Evaluator:Evaluator:BasicExpression:AbstractSExpression:Evaluator:Evaluator:Evaluator:Evaluator,operation:basic:expression:abstract:expression,main.lisp.parser.terms.NilAtomicExpressionFactory,nil:atomic:expression:factory,main.lisp.parser.terms.NilAtomicExpressionFactory,nil:atomic:expression:factory,newInstance,new:instance
